admin4Name_en,admin4Name_alias,admin4Pcode,admin3Name_en,admin3Name_alias,admin3Pcode,admin2Name_en,admin2Name_alias,admin2Pcode,admin1Name_en,admin1Name_alias,admin1Pcode,admin0Name_en,admin0Name_alias,admin0Pcode
Lathpandura East,Lathpandura East,LK1336080,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bellana East,Bellana East,LK1336085,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Viharagama,Viharagama,LK1336090,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kapugama,Kapugama,LK1336095,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bellana,Bellana,LK1336100,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Yakupitiya,Yakupitiya,LK1336105,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Lathpandura,Lathpandura,LK1336110,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kamburawala,Kamburawala,LK1336115,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Baduraliya,Baduraliya,LK1336120,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diggoda,Diggoda,LK1336125,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Midalana,Midalana,LK1336130,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Morapitiya South,Morapitiya South,LK1336135,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Athwelthota,Athwelthota,LK1336140,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Diganna,Diganna,LK1336145,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batahena,Batahena,LK1336150,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Hedigalla,Hedigalla,LK1336155,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Magura East,Magura East,LK1336160,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Magura West,Magura West,LK1336165,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Addaragoda,Addaragoda,LK1336170,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Penigala,Penigala,LK1336175,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kalugala,Kalugala,LK1336180,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Athale,Athale,LK1336185,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ingurudaluwa,Ingurudaluwa,LK1336190,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bollunna,Bollunna,LK1336195,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kalukandawa,Kalukandawa,LK1336200,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Batagodavila,Batagodavila,LK1336205,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Boralugoda,Boralugoda,LK1336210,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thiniyawala,Thiniyawala,LK1336215,Palindanuwara,Palindanuwara,LK1336,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pannila South,Pannila South,LK1339005,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pannila East,Pannila East,LK1339010,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Uragoda West,Uragoda West,LK1339015,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Uragoda East,Uragoda East,LK1339020,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Lihiniyawa West,Lihiniyawa West,LK1339025,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Lihiniyawa East,Lihiniyawa East,LK1339030,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Moragala,Moragala,LK1339035,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meegahathenna,Meegahathenna,LK1339040,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mallawachchigoda Gangabada,Mallawachchigoda Gangabada,LK1339045,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bothalawa,Bothalawa,LK1339050,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kumbadoowa,Kumbadoowa,LK1339055,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Maddegama,Maddegama,LK1339060,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Bogodakanda,Bogodakanda,LK1339065,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Halwalakele Malwathukanda,Halwalakele Malwathukanda,LK1339070,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Uthumgama,Uthumgama,LK1339075,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kuda Mathugama,Kuda Mathugama,LK1339080,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pareigama North,Pareigama North,LK1339085,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Halwala,Halwala,LK1339090,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pannila,Pannila,LK1339095,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Miriswatta,Miriswatta,LK1339100,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ittapana North,Ittapana North,LK1339105,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Malambehena,Malambehena,LK1339110,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ittapana West,Ittapana West,LK1339115,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ittapana South,Ittapana South,LK1339120,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ittapana East,Ittapana East,LK1339125,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Loolbadduwa,Loolbadduwa,LK1339130,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pareigama South,Pareigama South,LK1339135,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gulavita North,Gulavita North,LK1339140,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Wedawatta,Wedawatta,LK1339145,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Katukele Welmeegoda,Katukele Welmeegoda,LK1339150,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ranepuragoda,Ranepuragoda,LK1339155,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Mandagala,Mandagala,LK1339160,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Yattapatha,Yattapatha,LK1339165,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Hewessa North,Pahala Hewessa North,LK1339170,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pahala Hewessa South,Pahala Hewessa South,LK1339175,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pelawatta East,Pelawatta East,LK1339180,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pelawatta,Pelawatta,LK1339185,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pelawatta West North,Pelawatta West North,LK1339190,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Makalandawa,Makalandawa,LK1339195,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Makalandawa South,Makalandawa South,LK1339200,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gulavita South,Gulavita South,LK1339205,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Udugama,Udugama,LK1339210,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Karapagala,Karapagala,LK1339215,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gammana East,Gammana East,LK1339220,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gammana West,Gammana West,LK1339225,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gorakadoowa,Gorakadoowa,LK1339230,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Yagirala,Yagirala,LK1339235,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Katudora,Katudora,LK1339240,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Magurumasvila,Magurumasvila,LK1339245,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Walallavita East,Walallavita East,LK1339250,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Pelawatta West South,Pelawatta West South,LK1339255,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gorakadoowa,Gorakadoowa,LK1339260,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Miriswatta,Miriswatta,LK1339265,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thundola,Thundola,LK1339270,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Weerakanda,Weerakanda,LK1339275,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Gulanawatta,Gulanawatta,LK1339280,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Kankotawatta,Kankotawatta,LK1339285,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Ihala Hewessa,Ihala Hewessa,LK1339290,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Walallavita South,Walallavita South,LK1339295,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Thotaha,Thotaha,LK1339300,Walallawita,Walallawita,LK1339,Kalutara,Kalutara,LK13,Western,Western,LK1,Sri Lanka,Sri Lanka,LK
Meegahahena South,Meegahahena South,LK2103005,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Meegahahena,Meegahahena,LK2103010,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Galabawa,Galabawa,LK2103015,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kobbegala,Kobbegala,LK2103020,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ambagahahena,Ambagahahena,LK2103025,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Rokhill,Rokhill,LK2103030,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Akkarawatta,Akkarawatta,LK2103035,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Bonakot,Bonakot,LK2103040,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Haddapitiya,Haddapitiya,LK2103045,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Delgasyaya,Delgasyaya,LK2103050,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Gallenawatta,Gallenawatta,LK2103055,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kandanhena East,Kandanhena East,LK2103060,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Namaltenna,Namaltenna,LK2103065,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Alawattegama,Alawattegama,LK2103070,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kumburegama,Kumburegama,LK2103075,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ban Anga,Ban Anga,LK2103080,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ethamulla,Ethamulla,LK2103085,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Palukopi Watta,Palukopi Watta,LK2103090,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Damunugasthenna,Damunugasthenna,LK2103095,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Galagedara West,Galagedara West,LK2103100,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Udapitiya,Udapitiya,LK2103105,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Galagedara Madige South,Galagedara Madige South,LK2103110,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Galagedara,Galagedara,LK2103115,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Galagedara Madige,Galagedara Madige,LK2103120,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pethigewela,Pethigewela,LK2103125,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Udalagama,Udalagama,LK2103130,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Gunadaha,Gunadaha,LK2103135,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Medagoda Pahala,Medagoda Pahala,LK2103140,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Opalla,Opalla,LK2103145,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Gangodapitiya,Gangodapitiya,LK2103150,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pubbiliya,Pubbiliya,LK2103155,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kannadeniya,Kannadeniya,LK2103160,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Barandara,Barandara,LK2103165,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kaluwana,Kaluwana,LK2103170,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kinigama West,Kinigama West,LK2103175,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kinigama East,Kinigama East,LK2103180,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ponnila,Ponnila,LK2103185,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Uduwa,Uduwa,LK2103190,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Medagoda Ihala,Medagoda Ihala,LK2103195,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Naranwala,Naranwala,LK2103200,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Hikgodawalpola,Hikgodawalpola,LK2103205,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Paranagama,Paranagama,LK2103210,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Wettewa,Wettewa,LK2103215,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pavulpawa,Pavulpawa,LK2103220,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kirindiwelpola,Kirindiwelpola,LK2103225,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kuragama North,Kuragama North,LK2103230,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Nikathenna,Nikathenna,LK2103235,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Etambegoda,Etambegoda,LK2103240,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Thahalpitiya,Thahalpitiya,LK2103245,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Dehideniya,Dehideniya,LK2103250,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kandekumbura,Kandekumbura,LK2103255,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Diyapalagoda,Diyapalagoda,LK2103260,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Niyangoda,Niyangoda,LK2103265,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Niyambepola,Niyambepola,LK2103270,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Henegama Palkumbura,Henegama Palkumbura,LK2103275,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Idamegama,Idamegama,LK2103280,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Marawanagoda,Marawanagoda,LK2103285,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Adungama Palkumbura,Adungama Palkumbura,LK2103290,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Kuragama,Kuragama,LK2103295,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Udahenepola,Udahenepola,LK2103300,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Poholiyadda,Poholiyadda,LK2103305,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Hiyadala,Hiyadala,LK2103310,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pallekotuwa,Pallekotuwa,LK2103315,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Hiyadala Walpola,Hiyadala Walpola,LK2103320,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Minigamuwa,Minigamuwa,LK2103325,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Minigamuwa Ihala,Minigamuwa Ihala,LK2103330,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Thennewela,Thennewela,LK2103335,Tumpane,Tumpane,LK2103,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Egodamulla North,Egodamulla North,LK2106005,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ihalamulla,Ihalamulla,LK2106010,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Dehiwatta,Dehiwatta,LK2106015,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Egodamulla South,Egodamulla South,LK2106020,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pahala Kithulgolla,Pahala Kithulgolla,LK2106025,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Alawatta,Alawatta,LK2106030,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Uda Kithulgolla,Uda Kithulgolla,LK2106035,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ankumbura South,Ankumbura South,LK2106040,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Ankumbura North,Ankumbura North,LK2106045,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Uggala Janapadaya,Uggala Janapadaya,LK2106050,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Pallegama Pahala,Pallegama Pahala,LK2106055,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
Welgala,Welgala,LK2106060,Poojapitiya,Poojapitiya,LK2106,Kandy,Kandy,LK21,Central,Central,LK2,Sri Lanka,Sri Lanka,LK
